age,salary,experience_years,working_hours_per_week,performance_score,projects_completed,overtime_hours,distance_from_home_km,training_hours,absent_days,gender,education_level,job_role,department,city,company_type,work_mode,marital_status,has_certifications,promotion,job_satisfaction
56.0,6890.0,37.0,41.0,4.76,8.0,14.0,27.8,74.0,,Male,Master,HR,,Tanta,SME,Remote,Married,0.0,0,Low
50.0,31840.0,19.0,43.0,,47.0,20.0,29.4,61.0,2.0,Male,High School,,Finance,Aswan,Startup,Onsite,,0.0,0,Medium
18.0,20175.0,34.0,45.0,4.41,21.0,5.0,9.3,130.0,5.0,Male,Master,Sales,Marketing,Aswan,Startup,Onsite,Single,1.0,1,High
,12191.0,,27.0,3.56,,0.0,46.9,15.0,18.0,Female,Bachelor,Sales,IT,,SME,Hybrid,Single,1.0,0,Medium
30.0,3151.0,38.0,31.0,4.25,45.0,24.0,17.1,159.0,16.0,Female,Master,Designer,HR,Cairo,Enterprise,Onsite,Single,0.0,1,High
58.0,22447.0,24.0,33.0,2.4,9.0,9.0,14.1,155.0,27.0,Male,Master,Manager,Finance,Tanta,Enterprise,Remote,Married,0.0,0,Low
20.0,25751.0,21.0,49.0,1.84,35.0,1.0,,125.0,15.0,Male,High School,Designer,Marketing,,SME,,Single,,0,Low
56.0,32175.0,7.0,54.0,4.65,9.0,23.0,6.9,90.0,4.0,Male,High School,Engineer,Marketing,Giza,Enterprise,Hybrid,Single,0.0,1,
23.0,27288.0,8.0,50.0,3.94,26.0,8.0,49.1,104.0,9.0,,Bachelor,Designer,Operations,Cairo,SME,Remote,Single,0.0,1,High
25.0,15274.0,14.0,47.0,1.36,14.0,16.0,34.1,175.0,28.0,Female,Bachelor,Manager,Marketing,Cairo,Startup,Remote,Single,0.0,0,High
44.0,15218.0,19.0,46.0,4.47,,15.0,,175.0,,Female,Master,HR,Finance,,SME,Onsite,Married,1.0,1,High
26.0,26792.0,34.0,55.0,2.4,10.0,1.0,20.7,26.0,3.0,Male,PhD,Designer,IT,Mansoura,Startup,Hybrid,Single,1.0,0,Low
54.0,5977.0,36.0,20.0,,31.0,15.0,21.3,11.0,24.0,Male,Bachelor,Sales,Finance,Cairo,Enterprise,Onsite,Married,1.0,0,Low
50.0,20226.0,2.0,33.0,3.49,19.0,2.0,49.4,162.0,20.0,,Bachelor,,IT,Giza,SME,Remote,Married,0.0,0,Low
59.0,32022.0,33.0,29.0,3.27,45.0,26.0,,,15.0,Male,Bachelor,Designer,,Mansoura,Startup,Remote,Married,0.0,0,Low
61.0,6793.0,33.0,26.0,3.15,14.0,24.0,17.0,144.0,10.0,,Bachelor,Sales,Finance,Mansoura,SME,Hybrid,Married,1.0,0,Low
41.0,4659.0,35.0,59.0,2.02,,27.0,10.6,136.0,1.0,Female,PhD,Engineer,AI,Tanta,Enterprise,,Single,1.0,0,Low
32.0,19040.0,,33.0,4.84,16.0,18.0,14.8,173.0,16.0,Male,High School,HR,Finance,Cairo,Startup,Hybrid,Single,1.0,1,Low
49.0,7270.0,8.0,55.0,4.8,0.0,12.0,33.5,139.0,14.0,Male,PhD,Designer,IT,Cairo,Startup,Remote,Married,,0,
49.0,16286.0,29.0,46.0,1.02,18.0,5.0,16.1,32.0,8.0,Male,Master,Manager,HR,Aswan,Enterprise,Hybrid,Single,1.0,0,Low
41.0,6603.0,25.0,30.0,2.35,4.0,24.0,43.9,156.0,1.0,Female,Bachelor,Designer,Operations,Aswan,SME,,Married,0.0,0,Medium
,20600.0,11.0,56.0,1.18,17.0,26.0,3.4,140.0,,Female,High School,Engineer,HR,Aswan,Startup,Onsite,Single,0.0,0,
29.0,5291.0,23.0,,4.4,16.0,6.0,18.4,194.0,12.0,Male,Bachelor,Designer,HR,Alexandria,SME,Hybrid,Married,1.0,1,Medium
56.0,16123.0,18.0,26.0,4.55,41.0,25.0,43.2,185.0,5.0,Male,High School,Sales,,Cairo,Startup,Remote,Single,0.0,1,High
19.0,6811.0,15.0,36.0,3.07,40.0,11.0,31.4,,26.0,Female,Master,Data Scientist,Finance,Mansoura,,Onsite,Single,1.0,0,Low
20.0,16347.0,25.0,31.0,4.36,3.0,13.0,38.8,,20.0,Female,Bachelor,,Operations,Tanta,Startup,Onsite,Married,0.0,0,Medium
54.0,,22.0,56.0,3.81,18.0,21.0,16.9,98.0,1.0,Male,High School,Engineer,IT,Mansoura,Enterprise,,,0.0,1,High
34.0,18513.0,32.0,56.0,3.0,30.0,14.0,19.1,99.0,27.0,Female,,Manager,AI,,Enterprise,Remote,Married,1.0,0,Medium
19.0,8142.0,29.0,55.0,2.46,2.0,,44.5,94.0,7.0,Male,High School,Designer,IT,Mansoura,SME,,Married,1.0,0,High
19.0,26246.0,,26.0,,49.0,21.0,37.7,76.0,21.0,Male,Bachelor,Sales,Finance,Cairo,Startup,Onsite,Married,1.0,0,
,28507.0,9.0,43.0,2.04,2.0,9.0,19.8,62.0,7.0,Male,Master,Data Scientist,Operations,Cairo,Startup,,Married,1.0,0,Low
40.0,29714.0,35.0,53.0,3.25,,27.0,11.6,,19.0,Female,Bachelor,Data Scientist,Operations,Aswan,Enterprise,Hybrid,Single,1.0,0,High
54.0,15194.0,30.0,20.0,1.67,7.0,16.0,6.2,137.0,25.0,Male,High School,Sales,AI,Tanta,,Remote,Married,0.0,0,High
49.0,10526.0,21.0,48.0,1.7,4.0,22.0,43.2,127.0,5.0,Female,Master,Designer,Finance,Mansoura,Startup,Remote,Married,0.0,0,Medium
50.0,22362.0,37.0,45.0,1.04,30.0,14.0,35.2,109.0,8.0,Female,High School,Sales,HR,Alexandria,Enterprise,Hybrid,Married,0.0,0,High
18.0,7595.0,1.0,29.0,3.45,26.0,5.0,30.8,79.0,18.0,Female,PhD,Manager,,Cairo,SME,,Married,1.0,0,High
36.0,33394.0,22.0,20.0,4.98,32.0,23.0,39.1,86.0,10.0,Male,Master,Manager,AI,Mansoura,Startup,Remote,Married,0.0,1,High
19.0,18402.0,34.0,36.0,4.56,17.0,1.0,45.8,158.0,24.0,Male,High School,Designer,AI,Giza,Startup,Onsite,Married,0.0,0,
61.0,30140.0,36.0,55.0,3.82,23.0,29.0,38.3,180.0,29.0,Female,PhD,,HR,Tanta,SME,Onsite,Married,0.0,0,Low
43.0,25595.0,,28.0,4.14,25.0,0.0,21.6,43.0,,Female,PhD,Sales,AI,Cairo,SME,Remote,Single,0.0,0,
49.0,27911.0,11.0,58.0,2.67,30.0,8.0,9.6,,27.0,Male,Master,HR,Finance,Tanta,Enterprise,Remote,Married,1.0,0,High
23.0,28752.0,34.0,,,13.0,15.0,36.0,48.0,16.0,Female,,,Finance,Giza,Startup,,Single,0.0,0,High
49.0,22405.0,2.0,48.0,2.47,24.0,24.0,13.1,79.0,3.0,Female,PhD,Data Scientist,IT,Tanta,Startup,Remote,Married,0.0,0,Medium
21.0,27220.0,33.0,21.0,1.33,31.0,15.0,39.3,56.0,20.0,Male,Bachelor,,Marketing,Alexandria,Startup,Remote,Single,0.0,0,High
28.0,36953.0,37.0,37.0,3.54,38.0,13.0,17.6,115.0,1.0,Male,Master,Designer,HR,,SME,Hybrid,Single,0.0,1,Low
34.0,39053.0,23.0,47.0,1.7,40.0,,8.7,88.0,6.0,Male,,Data Scientist,AI,Mansoura,Startup,Hybrid,Single,0.0,0,Medium
55.0,6447.0,37.0,26.0,4.05,13.0,22.0,13.5,164.0,19.0,Male,Bachelor,,HR,Alexandria,Startup,Hybrid,Married,,0,High
41.0,13662.0,16.0,30.0,1.76,47.0,0.0,14.1,175.0,24.0,Male,,Sales,,Aswan,SME,Onsite,Married,0.0,0,High
22.0,7899.0,39.0,26.0,1.91,47.0,1.0,,82.0,9.0,Male,Bachelor,Engineer,AI,Alexandria,Enterprise,Hybrid,Married,1.0,0,High
51.0,31582.0,0.0,43.0,4.83,26.0,8.0,13.6,121.0,3.0,Male,High School,Designer,Marketing,Aswan,SME,Remote,Married,0.0,1,High
23.0,4935.0,7.0,,1.42,21.0,15.0,12.1,126.0,24.0,Female,Bachelor,HR,Operations,Giza,,Remote,Single,0.0,0,High
,13335.0,14.0,50.0,3.0,37.0,4.0,20.2,117.0,20.0,Female,PhD,,Finance,Tanta,Startup,Remote,Married,1.0,0,Medium
28.0,20669.0,24.0,38.0,1.25,6.0,17.0,43.5,95.0,5.0,Male,Master,Engineer,HR,Mansoura,Startup,,Single,1.0,0,High
33.0,11545.0,7.0,29.0,1.36,32.0,15.0,4.5,113.0,8.0,Female,Bachelor,HR,AI,Aswan,Startup,Remote,Single,0.0,0,High
50.0,,31.0,27.0,3.53,42.0,4.0,15.5,100.0,,Male,Master,Sales,AI,Aswan,SME,Onsite,Married,0.0,0,High
26.0,10066.0,12.0,20.0,3.52,40.0,16.0,28.6,186.0,25.0,Female,PhD,Designer,HR,Giza,Startup,Onsite,Single,1.0,0,Medium
,13712.0,14.0,21.0,,32.0,9.0,,102.0,22.0,,Master,,Operations,Giza,Startup,,Single,0.0,0,Low
33.0,18991.0,5.0,48.0,4.49,23.0,29.0,14.9,,12.0,Female,,Sales,Finance,Alexandria,SME,Onsite,Married,0.0,0,Low
46.0,38790.0,32.0,29.0,3.81,25.0,11.0,18.1,142.0,3.0,Male,High School,HR,Finance,Cairo,Enterprise,Remote,Single,1.0,1,High
20.0,,6.0,28.0,2.2,49.0,4.0,40.1,183.0,28.0,Female,Master,Designer,Operations,Alexandria,Startup,Hybrid,Married,0.0,0,Medium
37.0,37315.0,32.0,,1.99,41.0,22.0,19.3,,8.0,Male,,Sales,Operations,Giza,SME,Hybrid,Single,1.0,0,Low
53.0,33806.0,28.0,51.0,4.02,30.0,7.0,42.7,83.0,19.0,Male,High School,HR,Marketing,Mansoura,SME,Remote,Married,0.0,0,
36.0,15210.0,37.0,21.0,3.93,26.0,10.0,23.3,59.0,20.0,Male,Master,Data Scientist,HR,Cairo,Enterprise,Onsite,Married,0.0,0,High
43.0,39972.0,36.0,43.0,1.6,12.0,2.0,28.9,69.0,8.0,Male,Bachelor,HR,AI,Cairo,Startup,Onsite,Married,0.0,0,
20.0,37136.0,31.0,56.0,,30.0,15.0,28.5,18.0,7.0,Male,,Data Scientist,Finance,Tanta,Enterprise,Remote,Married,0.0,0,Low
36.0,,2.0,25.0,1.87,31.0,19.0,,180.0,25.0,Female,Master,HR,HR,Aswan,Startup,Hybrid,Married,,0,Medium
37.0,,19.0,27.0,2.18,22.0,,18.4,,5.0,Female,Bachelor,HR,Marketing,Giza,Startup,Remote,Single,0.0,0,Low
49.0,16644.0,13.0,59.0,2.15,,,12.8,189.0,26.0,Male,Master,Designer,Finance,Alexandria,Enterprise,Hybrid,,0.0,0,
24.0,7917.0,27.0,44.0,4.9,39.0,10.0,34.5,117.0,,Female,Master,Designer,AI,Tanta,Startup,,Married,0.0,0,Medium
58.0,22868.0,37.0,44.0,4.0,44.0,17.0,46.7,154.0,22.0,,Master,Data Scientist,AI,,SME,Onsite,,1.0,1,Medium
50.0,14877.0,3.0,30.0,4.12,15.0,16.0,11.4,,13.0,Female,Bachelor,Designer,Finance,Mansoura,Enterprise,Remote,Single,0.0,0,High
57.0,16224.0,14.0,54.0,2.11,38.0,9.0,5.5,,16.0,Female,High School,Engineer,IT,,Startup,Remote,Married,0.0,0,Low
56.0,6052.0,16.0,20.0,1.0,7.0,23.0,25.8,82.0,19.0,Male,PhD,,Finance,Cairo,SME,Onsite,Single,1.0,0,Medium
35.0,30272.0,36.0,42.0,1.23,17.0,22.0,20.2,39.0,29.0,Male,PhD,HR,Marketing,Tanta,Startup,Onsite,Married,1.0,0,High
57.0,,23.0,22.0,3.21,,10.0,2.8,35.0,7.0,Male,PhD,Manager,HR,Mansoura,SME,Onsite,Married,1.0,0,High
18.0,20316.0,37.0,20.0,2.14,8.0,14.0,46.2,196.0,29.0,,PhD,Manager,HR,Aswan,SME,Onsite,Married,0.0,0,Low
28.0,10240.0,35.0,31.0,1.77,,7.0,47.1,147.0,9.0,Male,Master,Data Scientist,AI,Alexandria,Startup,Onsite,Married,0.0,0,Low
45.0,34559.0,7.0,57.0,,21.0,4.0,42.7,47.0,14.0,Female,,Engineer,Operations,Aswan,Startup,Onsite,Single,0.0,0,Medium
42.0,6238.0,2.0,59.0,4.5,10.0,4.0,14.7,198.0,25.0,Female,High School,Manager,Finance,Giza,SME,Onsite,Single,1.0,1,High
40.0,3565.0,29.0,50.0,,21.0,0.0,7.0,97.0,22.0,Female,PhD,Sales,Marketing,Alexandria,Enterprise,Onsite,,0.0,0,Medium
48.0,24762.0,21.0,48.0,1.43,48.0,8.0,30.0,54.0,1.0,Female,Bachelor,Engineer,Finance,Cairo,Startup,,Married,1.0,0,Low
47.0,8558.0,32.0,54.0,4.07,13.0,13.0,14.8,185.0,22.0,,High School,,Operations,Alexandria,SME,,Single,0.0,0,Low
59.0,19375.0,24.0,47.0,4.02,,26.0,10.9,38.0,20.0,Female,PhD,Data Scientist,Finance,Tanta,Startup,Remote,Single,1.0,1,Medium
52.0,28710.0,29.0,40.0,2.16,1.0,2.0,32.4,109.0,9.0,Female,Bachelor,Manager,IT,Aswan,Enterprise,,Married,1.0,0,High
24.0,14103.0,36.0,30.0,1.75,14.0,16.0,37.8,85.0,21.0,Male,Bachelor,Sales,Finance,Giza,SME,Hybrid,Married,1.0,0,Low
33.0,,2.0,45.0,4.26,49.0,12.0,,168.0,9.0,,Master,Designer,Finance,Mansoura,Startup,Onsite,Married,0.0,0,Medium
43.0,24793.0,3.0,30.0,,4.0,,16.7,49.0,26.0,Female,,,Marketing,Tanta,SME,Onsite,Single,,0,Low
19.0,30597.0,,24.0,4.39,28.0,27.0,26.1,186.0,28.0,Male,Master,HR,AI,Giza,Enterprise,Hybrid,Married,1.0,1,High
18.0,11753.0,31.0,26.0,1.17,,19.0,30.4,183.0,16.0,Male,Bachelor,Data Scientist,HR,Mansoura,Enterprise,Remote,Single,1.0,0,Medium
29.0,9318.0,22.0,50.0,3.0,47.0,,3.5,180.0,16.0,Male,High School,Engineer,HR,Alexandria,Enterprise,Remote,Single,1.0,0,Medium
22.0,36069.0,18.0,58.0,1.72,43.0,23.0,22.7,190.0,27.0,Male,Bachelor,Sales,IT,Mansoura,Enterprise,Remote,Single,0.0,0,
54.0,23151.0,14.0,27.0,3.69,29.0,9.0,30.3,168.0,7.0,,High School,Designer,HR,Aswan,Startup,,Single,1.0,1,Low
49.0,11701.0,15.0,,4.99,45.0,,,29.0,25.0,Male,Bachelor,Designer,Finance,Cairo,SME,Onsite,Single,0.0,0,Medium
26.0,9962.0,22.0,40.0,,16.0,,23.0,54.0,22.0,Male,PhD,Data Scientist,Marketing,Mansoura,Startup,Remote,Single,,0,Low
58.0,33041.0,39.0,49.0,1.4,0.0,14.0,,60.0,,Female,PhD,HR,Operations,Mansoura,Enterprise,Onsite,Single,1.0,0,High
52.0,10248.0,36.0,33.0,2.27,13.0,9.0,,167.0,0.0,Female,High School,Engineer,Finance,Giza,SME,Remote,Single,1.0,0,Medium
36.0,22829.0,0.0,20.0,4.57,46.0,,25.0,35.0,9.0,Male,Bachelor,Designer,Operations,Giza,SME,Onsite,Married,1.0,1,High
33.0,5203.0,18.0,43.0,4.06,43.0,4.0,21.9,140.0,1.0,Male,Bachelor,Sales,Finance,Tanta,Startup,Hybrid,Single,0.0,1,Low
20.0,28370.0,36.0,25.0,1.93,16.0,0.0,13.0,,16.0,Male,,Designer,Finance,Aswan,Startup,Remote,Single,0.0,0,Low
37.0,38247.0,34.0,25.0,4.81,8.0,12.0,47.9,118.0,1.0,Male,High School,Data Scientist,Marketing,Tanta,Startup,Hybrid,Married,1.0,1,Medium
41.0,13386.0,29.0,24.0,3.49,34.0,26.0,48.1,96.0,,Male,High School,Manager,IT,Aswan,SME,Remote,Single,,0,Medium
50.0,3434.0,16.0,54.0,1.67,30.0,3.0,19.0,89.0,6.0,Female,,Designer,AI,Aswan,,Hybrid,Married,0.0,0,High
41.0,37474.0,38.0,34.0,3.29,11.0,23.0,46.5,0.0,25.0,Female,Master,,AI,Aswan,SME,Onsite,Married,0.0,0,
28.0,27644.0,25.0,54.0,,44.0,7.0,31.3,187.0,25.0,Male,PhD,HR,AI,Giza,Enterprise,Hybrid,Married,1.0,0,
25.0,21288.0,12.0,27.0,4.28,1.0,29.0,39.3,1.0,27.0,Female,High School,Data Scientist,HR,Tanta,Startup,Onsite,Single,1.0,1,Medium
53.0,6959.0,21.0,54.0,2.38,14.0,19.0,5.4,35.0,6.0,Female,Bachelor,,Operations,Giza,Enterprise,Hybrid,Married,,0,Medium
55.0,14143.0,22.0,24.0,4.5,33.0,,2.0,172.0,26.0,Female,,Designer,Marketing,Mansoura,Startup,Onsite,Single,0.0,0,Medium
57.0,25540.0,32.0,50.0,4.25,36.0,19.0,26.2,79.0,8.0,Male,Bachelor,Engineer,Marketing,Cairo,Enterprise,Hybrid,Single,1.0,1,Medium
37.0,38481.0,26.0,50.0,3.7,,21.0,4.7,136.0,14.0,Female,Master,Data Scientist,Marketing,Alexandria,Startup,,Single,0.0,0,Low
,32969.0,34.0,56.0,2.03,29.0,2.0,44.7,14.0,24.0,Female,High School,Manager,Operations,,SME,Remote,Married,0.0,0,High
42.0,14561.0,11.0,27.0,4.88,13.0,,41.2,166.0,29.0,Female,,Designer,AI,Cairo,Enterprise,Hybrid,,1.0,1,Medium
52.0,25578.0,8.0,25.0,3.19,44.0,26.0,36.0,54.0,8.0,Male,High School,,Finance,Mansoura,Startup,Remote,Single,1.0,0,Low
,15787.0,33.0,42.0,4.63,3.0,15.0,2.5,,6.0,Female,PhD,Engineer,Finance,Aswan,Enterprise,Remote,Married,0.0,1,High
46.0,9512.0,13.0,35.0,1.86,7.0,11.0,23.5,85.0,,Male,,HR,Marketing,Mansoura,SME,Hybrid,Single,1.0,0,Medium
35.0,13596.0,36.0,27.0,4.93,22.0,12.0,4.8,78.0,7.0,Female,PhD,Data Scientist,Operations,Tanta,Startup,Hybrid,Single,0.0,1,Medium
63.0,34746.0,2.0,23.0,4.26,6.0,18.0,46.5,3.0,6.0,Female,,Data Scientist,AI,Alexandria,Enterprise,Remote,Single,0.0,1,High
35.0,22930.0,20.0,51.0,4.8,16.0,8.0,31.0,143.0,5.0,Male,,,Marketing,Aswan,Enterprise,Onsite,Single,1.0,1,Medium
19.0,33201.0,6.0,22.0,1.85,21.0,15.0,8.7,122.0,,Female,,HR,AI,,Startup,Hybrid,Single,1.0,0,High
52.0,,32.0,35.0,2.72,37.0,18.0,28.5,10.0,26.0,Male,Bachelor,HR,,Giza,SME,Remote,Married,0.0,0,Low
33.0,38989.0,34.0,53.0,1.39,25.0,0.0,6.8,21.0,19.0,Male,,Designer,HR,Tanta,Startup,Hybrid,Single,0.0,0,Low
58.0,33183.0,10.0,32.0,1.55,7.0,,,192.0,2.0,Female,PhD,Manager,Finance,Tanta,SME,Hybrid,Married,,0,Low
53.0,23758.0,,52.0,2.14,21.0,28.0,5.0,53.0,20.0,Female,Bachelor,Designer,HR,Alexandria,Enterprise,Remote,Married,0.0,0,Medium
50.0,4082.0,21.0,,4.81,39.0,26.0,43.7,89.0,29.0,,Bachelor,Data Scientist,IT,Mansoura,Startup,Onsite,Single,1.0,1,Medium
21.0,33832.0,18.0,50.0,3.67,44.0,18.0,27.7,2.0,29.0,Female,PhD,Data Scientist,Operations,Cairo,SME,Hybrid,Married,,0,Medium
50.0,20976.0,35.0,43.0,,21.0,26.0,17.1,96.0,20.0,Female,High School,Manager,AI,Tanta,Startup,Onsite,Married,1.0,0,Medium
31.0,8526.0,36.0,22.0,4.82,39.0,23.0,1.0,65.0,19.0,Female,PhD,,Operations,Cairo,Startup,Onsite,Single,,0,Low
38.0,34086.0,10.0,52.0,3.96,4.0,8.0,24.1,184.0,11.0,Female,Master,Sales,IT,Tanta,Enterprise,Onsite,Married,1.0,1,Low
37.0,,12.0,49.0,,8.0,12.0,26.1,11.0,2.0,Female,Bachelor,HR,AI,Tanta,SME,Remote,Single,1.0,0,Low
25.0,9472.0,27.0,45.0,4.71,19.0,3.0,17.5,123.0,19.0,Male,PhD,HR,Marketing,Cairo,Startup,,Married,1.0,1,High
24.0,5775.0,14.0,53.0,4.0,21.0,5.0,24.7,193.0,17.0,Female,PhD,Engineer,Operations,Aswan,Startup,Hybrid,Married,1.0,1,
20.0,18828.0,12.0,41.0,1.97,33.0,29.0,5.9,100.0,22.0,Female,High School,HR,AI,Cairo,Startup,Hybrid,Single,1.0,0,Low
34.0,20974.0,32.0,49.0,,34.0,25.0,,7.0,27.0,Female,Master,Sales,HR,Giza,,,Single,0.0,0,High
50.0,,7.0,,2.3,35.0,7.0,13.7,80.0,27.0,Male,Bachelor,Data Scientist,,Aswan,Enterprise,Onsite,Married,0.0,0,High
29.0,18055.0,31.0,44.0,3.69,18.0,6.0,47.5,,13.0,Female,High School,Designer,AI,,Enterprise,Onsite,Married,0.0,0,Low
39.0,,36.0,47.0,4.38,27.0,7.0,25.2,43.0,15.0,Male,High School,HR,Marketing,Cairo,Startup,Hybrid,Married,1.0,1,High
39.0,25838.0,3.0,52.0,1.7,6.0,26.0,43.0,192.0,7.0,Female,Bachelor,Manager,Operations,Cairo,Enterprise,Hybrid,Single,0.0,0,High
63.0,15464.0,17.0,42.0,,40.0,10.0,,133.0,15.0,Male,Bachelor,Designer,,Mansoura,,,Married,1.0,0,Medium
47.0,10240.0,22.0,45.0,2.5,37.0,2.0,42.4,189.0,25.0,Male,Master,Manager,AI,Aswan,Startup,Remote,Married,0.0,0,High
55.0,7942.0,,28.0,1.98,2.0,,1.5,120.0,16.0,Female,High School,HR,Finance,Mansoura,Enterprise,Hybrid,Married,0.0,0,Medium
55.0,22622.0,1.0,27.0,1.05,31.0,28.0,10.1,39.0,0.0,Male,Bachelor,Manager,IT,Cairo,Startup,Onsite,Single,0.0,0,High
62.0,,12.0,56.0,4.49,45.0,0.0,18.3,85.0,4.0,Female,Bachelor,Manager,IT,Mansoura,SME,Onsite,Single,0.0,1,Medium
25.0,4600.0,15.0,52.0,1.54,,19.0,15.5,34.0,27.0,Male,Bachelor,HR,IT,Tanta,Enterprise,Remote,Married,1.0,0,Medium
,8700.0,7.0,34.0,4.51,30.0,,47.4,126.0,22.0,Male,High School,Data Scientist,Operations,Giza,Startup,Hybrid,Married,0.0,1,High
,13248.0,18.0,27.0,3.4,44.0,1.0,20.3,49.0,4.0,Female,,Designer,Finance,Alexandria,Enterprise,Remote,Single,0.0,0,Medium
51.0,20093.0,31.0,40.0,3.48,24.0,,48.6,167.0,22.0,Female,High School,Manager,HR,Aswan,SME,Remote,Single,1.0,0,
38.0,22355.0,2.0,22.0,4.31,32.0,12.0,32.9,10.0,27.0,Male,,Data Scientist,Operations,Aswan,Startup,Remote,Married,0.0,1,High
47.0,20177.0,31.0,28.0,3.04,46.0,28.0,41.9,65.0,17.0,Male,High School,HR,Operations,Aswan,Startup,Onsite,Married,1.0,0,Medium
,22483.0,20.0,33.0,2.43,,16.0,20.3,122.0,2.0,Male,Bachelor,Designer,Operations,Tanta,SME,Onsite,Single,0.0,0,Low
45.0,3026.0,24.0,57.0,1.56,28.0,12.0,10.3,125.0,,Female,Bachelor,Designer,IT,Aswan,SME,Hybrid,Single,0.0,0,High
64.0,24706.0,16.0,46.0,3.28,30.0,20.0,,17.0,,,Master,HR,Marketing,Alexandria,SME,Onsite,,0.0,0,Low
50.0,27660.0,24.0,39.0,3.21,25.0,23.0,33.2,69.0,28.0,Female,Master,Data Scientist,Operations,Giza,Enterprise,Onsite,Single,1.0,0,Medium
22.0,19258.0,32.0,23.0,2.18,20.0,29.0,48.6,33.0,15.0,Male,Bachelor,Engineer,IT,Tanta,SME,Hybrid,,0.0,0,Low
36.0,35779.0,30.0,43.0,3.4,33.0,,6.8,11.0,19.0,Female,Bachelor,Data Scientist,Marketing,Cairo,Startup,Hybrid,Married,1.0,0,Medium
21.0,27154.0,35.0,46.0,2.76,36.0,10.0,38.8,20.0,22.0,Male,PhD,Data Scientist,HR,Giza,Startup,Hybrid,,1.0,0,Low
52.0,32684.0,22.0,,4.22,48.0,8.0,18.9,59.0,4.0,Female,PhD,Sales,Marketing,,Startup,Remote,Married,0.0,1,High
34.0,18389.0,24.0,,3.24,0.0,23.0,49.7,127.0,15.0,Female,Bachelor,Manager,Operations,Cairo,SME,Remote,Married,1.0,0,High
61.0,29324.0,29.0,54.0,4.73,3.0,12.0,43.6,9.0,4.0,Male,Bachelor,Manager,AI,,Enterprise,Hybrid,Single,1.0,1,High
45.0,,12.0,43.0,3.07,46.0,12.0,12.3,15.0,17.0,Female,PhD,Data Scientist,Operations,Giza,Enterprise,Hybrid,Married,1.0,0,Low
47.0,30195.0,28.0,50.0,4.55,46.0,6.0,38.5,22.0,28.0,Female,High School,Manager,Finance,Cairo,Startup,Onsite,Single,0.0,1,High
46.0,,15.0,22.0,3.08,21.0,10.0,37.0,148.0,0.0,Female,Bachelor,Data Scientist,HR,Tanta,Startup,,Married,1.0,0,Low
63.0,8774.0,37.0,49.0,3.23,15.0,16.0,38.4,60.0,0.0,Male,High School,HR,IT,Cairo,Startup,Hybrid,Married,1.0,0,
23.0,34633.0,26.0,46.0,2.47,44.0,9.0,5.1,42.0,10.0,Female,,Data Scientist,AI,Cairo,Enterprise,Onsite,Married,1.0,0,Low
52.0,3796.0,25.0,36.0,2.6,45.0,0.0,40.7,15.0,7.0,Male,PhD,Designer,Marketing,Aswan,,Onsite,Single,0.0,0,Medium
58.0,31389.0,10.0,25.0,4.73,31.0,27.0,13.8,185.0,0.0,Female,Bachelor,Engineer,Operations,Aswan,Startup,Onsite,Single,0.0,1,High
54.0,10188.0,36.0,37.0,1.89,33.0,7.0,29.9,10.0,8.0,Male,,Designer,Operations,Cairo,SME,Onsite,Married,1.0,0,Low
41.0,26696.0,,54.0,,20.0,14.0,6.7,20.0,17.0,Female,High School,HR,AI,Mansoura,Enterprise,Hybrid,Single,,0,
46.0,5024.0,25.0,,4.32,26.0,4.0,28.3,120.0,27.0,Male,Bachelor,Engineer,AI,Alexandria,Enterprise,Remote,Married,0.0,0,Low
63.0,10666.0,33.0,36.0,3.31,41.0,21.0,45.4,143.0,7.0,Male,High School,,HR,Tanta,Enterprise,Onsite,Married,1.0,0,Medium
48.0,38985.0,,30.0,2.14,36.0,19.0,9.7,160.0,17.0,Female,High School,Data Scientist,AI,Alexandria,SME,Remote,Single,0.0,0,High
52.0,9584.0,14.0,57.0,2.73,2.0,3.0,42.9,85.0,7.0,Male,PhD,Manager,,Mansoura,Enterprise,Onsite,Married,0.0,0,
50.0,,1.0,56.0,3.1,42.0,25.0,22.3,,28.0,Female,Master,Manager,IT,Giza,Startup,Onsite,,0.0,0,Medium
38.0,30044.0,27.0,53.0,3.37,44.0,12.0,16.8,100.0,24.0,Female,Bachelor,Designer,,Aswan,Startup,Onsite,Single,1.0,0,Low
49.0,8285.0,19.0,,,33.0,24.0,3.8,97.0,7.0,Male,PhD,,IT,Mansoura,SME,Hybrid,Married,0.0,0,High
40.0,10370.0,37.0,54.0,2.58,6.0,15.0,26.9,142.0,12.0,Male,High School,Designer,HR,Mansoura,Enterprise,Hybrid,Single,1.0,0,Medium
50.0,20903.0,15.0,47.0,3.71,28.0,7.0,10.8,64.0,15.0,Female,PhD,HR,Finance,,Enterprise,Onsite,Single,0.0,0,Low
,,,41.0,4.34,2.0,13.0,47.1,115.0,15.0,Male,Bachelor,Engineer,IT,Alexandria,Enterprise,Remote,Single,0.0,0,Medium
35.0,35368.0,7.0,35.0,,44.0,26.0,12.7,131.0,,Male,PhD,Data Scientist,HR,Cairo,Enterprise,Onsite,Married,0.0,0,Low
42.0,,19.0,59.0,2.02,37.0,28.0,29.8,31.0,6.0,Female,Master,Manager,Marketing,Tanta,Startup,Hybrid,Single,1.0,0,Medium
